transaction_date,merchant_category,transaction_amount
2019-06-24,Grocery Net,6429.27
2019-06-24,Gas Transport,20145.75
2019-06-24,Food Dining,12717.7
2019-06-24,Entertainment,14996.49
2019-06-24,Kids Pets,15303.06
2019-06-25,Travel,3530.1299999999997
2019-06-25,Shopping Pos,13295.86
2019-06-25,Shopping Net,6055.32
2019-06-25,Personal Care,4727.83
2019-06-25,Misc Pos,5631.9400000000005
2019-06-25,Misc Net,5568.87
2019-06-25,Kids Pets,6569.53
2019-06-25,Grocery Pos,15782.47
2019-06-25,Health Fitness,5813.0
2019-06-25,Grocery Net,2299.0
2019-06-25,Gas Transport,8880.3
2019-06-25,Food Dining,5042.73
2019-06-25,Entertainment,7207.49
2019-06-25,Home,8320.35
2019-06-26,Misc Pos,2905.17
2019-06-26,Personal Care,5157.76
2019-06-26,Misc Net,8657.67
2019-06-26,Shopping Pos,12157.34
2019-06-26,Travel,6090.400000000001
2019-06-26,Shopping Net,10397.39
2019-06-26,Kids Pets,7553.76
2019-06-26,Home,9819.71
2019-06-26,Health Fitness,7597.52
2019-06-26,Grocery Pos,18228.31
2019-06-26,Grocery Net,2516.21
2019-06-26,Gas Transport,10728.52
2019-06-26,Food Dining,5432.74
2019-06-26,Entertainment,8226.05
2019-06-27,Travel,2318.23
2019-06-27,Shopping Pos,18753.11
2019-06-27,Shopping Net,7643.44
2019-06-27,Personal Care,7697.85
2019-06-27,Misc Pos,4679.1
2019-06-27,Misc Net,5115.46
2019-06-27,Kids Pets,8923.75
2019-06-27,Home,9678.77
2019-06-27,Health Fitness,7353.73
2019-06-27,Grocery Pos,18801.63
2019-06-27,Grocery Net,3767.78
2019-06-27,Gas Transport,13116.26
2019-06-27,Food Dining,7792.66
2019-06-27,Entertainment,9080.8
2019-06-28,Travel,4717.08
2019-06-28,Shopping Pos,21086.77
2019-06-28,Shopping Net,12653.67
2019-06-28,Personal Care,6590.04
2019-06-28,Misc Pos,8928.63
2019-06-28,Misc Net,6859.2300000000005
2019-06-28,Kids Pets,7689.15
2019-06-28,Health Fitness,6091.95
2019-06-28,Grocery Pos,22775.78
2019-06-28,Grocery Net,3459.03
2019-06-28,Gas Transport,10527.66
2019-06-28,Food Dining,7313.01
2019-06-28,Entertainment,6910.05
2019-06-28,Home,8050.0
2019-06-29,Home,14280.07
2019-06-29,Travel,5811.51
2019-06-29,Shopping Pos,31735.82
2019-06-29,Shopping Net,18942.57
2019-06-29,Personal Care,9107.48
2019-06-29,Misc Pos,13770.45
2019-06-29,Misc Net,11424.01
2019-06-29,Grocery Pos,32674.42
2019-06-29,Health Fitness,9696.99
2019-06-29,Grocery Net,5257.87
2019-06-29,Gas Transport,18425.21
2019-06-29,Food Dining,9779.06
2019-06-29,Entertainment,14566.14
2019-06-29,Kids Pets,15138.29
2019-06-30,Misc Pos,11752.83
2019-06-30,Personal Care,9586.95
2019-06-30,Misc Net,12293.34
2019-06-30,Shopping Pos,23109.61
2019-06-30,Travel,5373.51
2019-06-30,Shopping Net,19797.27
2019-06-30,Kids Pets,17393.54
2019-06-30,Home,17196.1
2019-06-30,Health Fitness,11492.3
2019-06-30,Grocery Pos,39978.09
2019-06-30,Grocery Net,6853.77
2019-06-30,Gas Transport,20462.27
2019-06-30,Food Dining,11285.1
2019-06-30,Entertainment,15298.55
2019-07-01,Travel,3167.23
2019-07-01,Shopping Pos,17650.15
2019-07-01,Shopping Net,21719.34
2019-07-01,Personal Care,9039.39
2019-07-01,Misc Pos,13993.03
2019-07-01,Misc Net,12137.47
2019-07-01,Kids Pets,19634.19
2019-07-01,Health Fitness,11485.53
2019-07-01,Grocery Pos,32809.61
2019-07-01,Grocery Net,5588.9800000000005
2019-07-01,Gas Transport,22013.28
2019-07-01,Food Dining,10140.710000000001
2019-07-01,Entertainment,15560.26
2019-07-01,Home,17974.86
2019-07-02,Misc Net,4153.88
2019-07-02,Travel,3263.82
2019-07-02,Shopping Pos,12607.75
2019-07-02,Shopping Net,12461.74
2019-07-02,Personal Care,5027.51
2019-07-02,Misc Pos,6737.46
2019-07-02,Kids Pets,6287.08
2019-07-02,Home,6556.06
2019-07-02,Health Fitness,4730.77
2019-07-02,Grocery Pos,16304.55
2019-07-02,Grocery Net,2730.36
2019-07-02,Gas Transport,9476.2
2019-07-02,Food Dining,6412.52
2019-07-02,Entertainment,8129.71
2019-07-03,Travel,3178.23
2019-07-03,Shopping Pos,10636.55
2019-07-03,Shopping Net,14111.28
2019-07-03,Personal Care,7505.59
2019-07-03,Misc Pos,6865.16
2019-07-03,Misc Net,7073.5
2019-07-03,Kids Pets,8637.44
2019-07-03,Home,9341.03
2019-07-03,Health Fitness,5939.56
2019-07-03,Grocery Pos,17369.57
2019-07-03,Grocery Net,3158.69
2019-07-03,Gas Transport,10514.62
2019-07-03,Food Dining,6220.45
2019-07-03,Entertainment,7984.86
2019-07-04,Shopping Pos,10562.78
2019-07-04,Shopping Net,10186.22
2019-07-04,Personal Care,6661.59
2019-07-04,Misc Pos,10225.31
2019-07-04,Misc Net,6768.8
2019-07-04,Kids Pets,9813.91
2019-07-04,Travel,4386.43
2019-07-04,Health Fitness,7902.34
2019-07-04,Grocery Pos,23007.58
2019-07-04,Grocery Net,3852.98
2019-07-04,Gas Transport,12055.28
2019-07-04,Food Dining,6235.42
2019-07-04,Entertainment,9717.3
2019-07-04,Home,10421.99
2019-07-05,Travel,14343.95
2019-07-05,Shopping Pos,12854.66
2019-07-05,Shopping Net,13446.53
2019-07-05,Personal Care,6313.39
2019-07-05,Misc Pos,7570.17
2019-07-05,Misc Net,6399.01
2019-07-05,Kids Pets,9762.23
2019-07-05,Home,11169.44
2019-07-05,Health Fitness,6245.14
2019-07-05,Grocery Pos,21866.63
2019-07-05,Grocery Net,3097.75
2019-07-05,Gas Transport,13174.8
2019-07-05,Food Dining,6296.53
2019-07-05,Entertainment,11085.89
2019-07-06,Travel,11196.68
2019-07-06,Shopping Pos,21370.68
2019-07-06,Shopping Net,20839.54
2019-07-06,Personal Care,9064.15
2019-07-06,Misc Pos,11769.41
2019-07-06,Misc Net,11426.11
2019-07-06,Kids Pets,15782.02
2019-07-06,Home,16518.13
2019-07-06,Health Fitness,9439.42
2019-07-06,Grocery Pos,26771.12
2019-07-06,Grocery Net,5786.75
2019-07-06,Gas Transport,20355.26
2019-07-06,Food Dining,8575.8
2019-07-06,Entertainment,15592.11
2019-07-07,Travel,14108.37
2019-07-07,Shopping Pos,17255.95
2019-07-07,Shopping Net,16155.09
2019-07-07,Personal Care,10530.21
2019-07-07,Misc Pos,12755.25
2019-07-07,Misc Net,15877.78
2019-07-07,Kids Pets,15303.89
2019-07-07,Health Fitness,12656.57
2019-07-07,Grocery Pos,37105.84
2019-07-07,Grocery Net,7016.47
2019-07-07,Gas Transport,20475.2
2019-07-07,Food Dining,11323.88
2019-07-07,Entertainment,15103.0
2019-07-07,Home,19111.97
2019-07-08,Misc Net,13917.58
2019-07-08,Travel,8432.36
2019-07-08,Shopping Pos,22614.27
2019-07-08,Shopping Net,19366.81
2019-07-08,Personal Care,10665.82
2019-07-08,Misc Pos,13731.51
2019-07-08,Kids Pets,14792.86
2019-07-08,Home,17883.58
2019-07-08,Health Fitness,11994.62
2019-07-08,Grocery Pos,35629.98
2019-07-08,Grocery Net,5261.64
2019-07-08,Gas Transport,21664.43
2019-07-08,Food Dining,11213.94
2019-07-08,Entertainment,15230.62
2019-07-09,Travel,9295.07
2019-07-09,Shopping Pos,9465.77
2019-07-09,Shopping Net,8153.05
2019-07-09,Personal Care,4772.15
2019-07-09,Misc Pos,3823.63
2019-07-09,Misc Net,6381.64
2019-07-09,Kids Pets,7997.75
2019-07-09,Health Fitness,5117.66
2019-07-09,Grocery Pos,17918.26
2019-07-09,Grocery Net,2813.57
2019-07-09,Gas Transport,8506.18
2019-07-09,Food Dining,4413.64
2019-07-09,Entertainment,7082.5
2019-07-09,Home,8561.17
2019-07-10,Misc Net,7617.68
2019-07-10,Travel,14682.63
2019-07-10,Shopping Pos,9317.61
2019-07-10,Shopping Net,10873.33
2019-07-10,Personal Care,5758.2699999999995
2019-07-10,Misc Pos,8443.82
2019-07-10,Kids Pets,8498.39
2019-07-10,Home,9460.84
2019-07-10,Health Fitness,6593.65
2019-07-10,Grocery Pos,20558.29
2019-07-10,Grocery Net,2939.81
2019-07-10,Gas Transport,11085.4
2019-07-10,Food Dining,5525.18
2019-07-10,Entertainment,7772.17
2019-07-11,Travel,12538.460000000001
2019-07-11,Shopping Pos,12119.310000000001
2019-07-11,Shopping Net,24705.82
2019-07-11,Personal Care,6376.74
2019-07-11,Misc Pos,3636.04
2019-07-11,Misc Net,7570.21
2019-07-11,Kids Pets,9388.27
2019-07-11,Home,10708.61
2019-07-11,Health Fitness,5126.78
2019-07-11,Grocery Pos,22908.01
2019-07-11,Grocery Net,3636.06
2019-07-11,Gas Transport,13032.37
2019-07-11,Food Dining,6836.4
2019-07-11,Entertainment,7987.25
2019-07-12,Shopping Pos,6721.06
2019-07-12,Shopping Net,18286.73
2019-07-12,Personal Care,5920.88
2019-07-12,Misc Pos,6038.2
2019-07-12,Misc Net,8218.55
2019-07-12,Kids Pets,11115.97
2019-07-12,Travel,4189.43
2019-07-12,Health Fitness,7332.12
2019-07-12,Grocery Pos,23455.73
2019-07-12,Grocery Net,3009.23
2019-07-12,Gas Transport,13016.56
2019-07-12,Food Dining,8951.76
2019-07-12,Entertainment,7944.03
2019-07-12,Home,10068.64
2019-07-13,Travel,8126.88
2019-07-13,Shopping Pos,22124.079999999998
2019-07-13,Shopping Net,15371.460000000001
2019-07-13,Personal Care,9425.19
2019-07-13,Misc Pos,10898.82
2019-07-13,Misc Net,12585.84
2019-07-13,Kids Pets,11067.96
2019-07-13,Home,14952.58
2019-07-13,Health Fitness,10445.83
2019-07-13,Grocery Pos,33030.68
2019-07-13,Grocery Net,5035.2
2019-07-13,Gas Transport,18571.57
2019-07-13,Food Dining,10615.27
2019-07-13,Entertainment,11679.4
2019-07-14,Travel,9798.57
2019-07-14,Shopping Pos,16779.86
2019-07-14,Shopping Net,15966.789999999999
2019-07-14,Personal Care,10462.62
2019-07-14,Misc Pos,14100.16
2019-07-14,Misc Net,13604.37
2019-07-14,Kids Pets,17240.01
2019-07-14,Home,18733.5
2019-07-14,Health Fitness,12999.06
2019-07-14,Grocery Pos,35632.18
2019-07-14,Grocery Net,5852.51
2019-07-14,Gas Transport,18882.54
2019-07-14,Food Dining,12308.45
2019-07-14,Entertainment,14478.73
2019-07-15,Travel,17326.32
2019-07-15,Shopping Pos,25067.57
2019-07-15,Shopping Net,14455.5
2019-07-15,Personal Care,8569.39
2019-07-15,Misc Pos,16488.88
2019-07-15,Misc Net,14834.05
2019-07-15,Kids Pets,14747.89
2019-07-15,Home,15313.36
2019-07-15,Health Fitness,10707.96
2019-07-15,Grocery Pos,34526.33
2019-07-15,Grocery Net,6105.71
2019-07-15,Gas Transport,21705.25
2019-07-15,Food Dining,11600.35
2019-07-15,Entertainment,13909.1
2019-07-16,Shopping Pos,8318.29
2019-07-16,Shopping Net,7795.58
2019-07-16,Personal Care,5992.39
2019-07-16,Misc Pos,6579.86
2019-07-16,Misc Net,4570.07
2019-07-16,Kids Pets,10435.92
2019-07-16,Travel,6083.57
2019-07-16,Health Fitness,4748.59
2019-07-16,Grocery Pos,17394.05
2019-07-16,Grocery Net,3076.84
2019-07-16,Gas Transport,9058.04
2019-07-16,Food Dining,5201.87
2019-07-16,Entertainment,7688.23
2019-07-16,Home,8679.99
2019-07-17,Travel,14561.65
2019-07-17,Shopping Pos,9449.06
2019-07-17,Shopping Net,6353.7
2019-07-17,Personal Care,6579.45
2019-07-17,Misc Pos,4187.14
2019-07-17,Misc Net,4859.71
2019-07-17,Kids Pets,7082.59
2019-07-17,Home,10626.22
2019-07-17,Health Fitness,6007.75
2019-07-17,Grocery Pos,19643.63
2019-07-17,Grocery Net,2610.41
2019-07-17,Gas Transport,12314.94
2019-07-17,Food Dining,6915.53
2019-07-17,Entertainment,7785.35
2019-07-18,Shopping Pos,15015.7
2019-07-18,Shopping Net,11013.88
2019-07-18,Personal Care,7546.15
2019-07-18,Misc Pos,7465.14
2019-07-18,Misc Net,5490.37
2019-07-18,Kids Pets,10193.06
2019-07-18,Travel,8313.34
2019-07-18,Health Fitness,6731.3099999999995
2019-07-18,Grocery Pos,24105.49
2019-07-18,Grocery Net,3009.81
2019-07-18,Gas Transport,11528.67
2019-07-18,Food Dining,6258.11
2019-07-18,Entertainment,8544.38
2019-07-18,Home,11538.28
2019-07-19,Shopping Pos,7816.98
2019-07-19,Shopping Net,9232.59
2019-07-19,Personal Care,6012.65
2019-07-19,Misc Pos,7949.0
2019-07-19,Misc Net,5609.59
2019-07-19,Kids Pets,10481.28
2019-07-19,Travel,7728.68
2019-07-19,Health Fitness,5866.73
2019-07-19,Grocery Pos,23340.08
2019-07-19,Grocery Net,3517.05
2019-07-19,Gas Transport,11950.34
2019-07-19,Food Dining,7950.97
2019-07-19,Entertainment,8471.95
2019-07-19,Home,9510.03
2019-07-20,Travel,2964.91
2019-07-20,Shopping Pos,16141.5
2019-07-20,Shopping Net,16258.06
2019-07-20,Personal Care,8675.5
2019-07-20,Misc Pos,9068.8
2019-07-20,Misc Net,8757.43
2019-07-20,Kids Pets,13579.92
2019-07-20,Home,13862.84
2019-07-20,Grocery Pos,28010.93
2019-07-20,Grocery Net,4401.14
2019-07-20,Gas Transport,19369.21
2019-07-20,Food Dining,7953.49
2019-07-20,Entertainment,12872.62
2019-07-20,Health Fitness,8725.7
2019-07-21,Misc Net,13326.23
2019-07-21,Shopping Pos,20632.8
2019-07-21,Shopping Net,31596.59
2019-07-21,Personal Care,12066.64
2019-07-21,Misc Pos,13704.22
2019-07-21,Travel,11680.98
2019-07-21,Kids Pets,15090.23
2019-07-21,Health Fitness,13403.74
2019-07-21,Grocery Pos,37379.3
2019-07-21,Grocery Net,5822.68
2019-07-21,Gas Transport,20397.24
2019-07-21,Food Dining,12799.09
2019-07-21,Entertainment,16120.51
2019-07-21,Home,15903.27
2019-07-22,Travel,15575.51
2019-07-22,Shopping Pos,19715.35
2019-07-22,Shopping Net,15662.41
2019-07-22,Personal Care,10991.55
2019-07-22,Misc Pos,12629.84
2019-07-22,Misc Net,13797.04
2019-07-22,Kids Pets,17705.73
2019-07-22,Home,18678.2
2019-07-22,Health Fitness,10596.12
2019-07-22,Grocery Pos,33890.53
2019-07-22,Grocery Net,6023.99
2019-07-22,Gas Transport,19731.03
2019-07-22,Food Dining,11810.58
2019-07-22,Entertainment,15181.95
2019-07-23,Travel,9940.52
2019-07-23,Shopping Pos,7555.9
2019-07-23,Shopping Net,7247.02
2019-07-23,Personal Care,5187.27
2019-07-23,Misc Pos,7290.0599999999995
2019-07-23,Misc Net,4407.99
2019-07-23,Kids Pets,9067.79
2019-07-23,Home,7726.95
2019-07-23,Health Fitness,5430.28
2019-07-23,Grocery Pos,15694.48
2019-07-23,Grocery Net,3043.93
2019-07-23,Gas Transport,10618.72
2019-07-23,Food Dining,4678.18
2019-07-23,Entertainment,7478.95
2019-07-24,Travel,4196.87
2019-07-24,Shopping Pos,7962.17
2019-07-24,Shopping Net,10167.52
2019-07-24,Personal Care,6625.97
2019-07-24,Misc Pos,7383.43
2019-07-24,Misc Net,8335.9
2019-07-24,Kids Pets,6978.23
2019-07-24,Health Fitness,7524.25
2019-07-24,Grocery Pos,20182.97
2019-07-24,Grocery Net,3429.66
2019-07-24,Gas Transport,10067.12
2019-07-24,Food Dining,5862.18
2019-07-24,Entertainment,7008.09
2019-07-24,Home,8658.32
2019-07-25,Misc Net,8411.43
2019-07-25,Travel,4211.2
2019-07-25,Shopping Pos,15871.5
2019-07-25,Shopping Net,16964.8
2019-07-25,Personal Care,6794.04
2019-07-25,Misc Pos,8132.12
2019-07-25,Kids Pets,10406.03
2019-07-25,Home,10602.63
2019-07-25,Health Fitness,6344.62
2019-07-25,Grocery Pos,19707.96
2019-07-25,Grocery Net,4022.52
2019-07-25,Gas Transport,12758.89
2019-07-25,Food Dining,6348.81
2019-07-25,Entertainment,7649.59
2019-07-26,Travel,3687.03
2019-07-26,Shopping Pos,16750.19
2019-07-26,Shopping Net,13918.2
2019-07-26,Personal Care,5141.45
2019-07-26,Misc Pos,5353.87
2019-07-26,Misc Net,7849.91
2019-07-26,Kids Pets,9895.99
2019-07-26,Home,9572.69
2019-07-26,Health Fitness,8097.41
2019-07-26,Grocery Pos,23181.4
2019-07-26,Grocery Net,3473.81
2019-07-26,Gas Transport,13095.710000000001
2019-07-26,Food Dining,6794.15
2019-07-26,Entertainment,7345.45
2019-07-27,Travel,17722.7
2019-07-27,Shopping Pos,19276.29
2019-07-27,Shopping Net,18394.46
2019-07-27,Personal Care,9276.84
2019-07-27,Misc Pos,9830.25
2019-07-27,Misc Net,9145.67
2019-07-27,Kids Pets,14997.05
2019-07-27,Health Fitness,9760.73
2019-07-27,Grocery Pos,34203.91
2019-07-27,Grocery Net,4880.68
2019-07-27,Gas Transport,16501.7
2019-07-27,Food Dining,8662.33
2019-07-27,Entertainment,13986.28
2019-07-27,Home,12683.9
2019-07-28,Home,19454.42
2019-07-28,Travel,8304.37
2019-07-28,Shopping Pos,27450.36
2019-07-28,Shopping Net,29220.85
2019-07-28,Personal Care,11713.22
2019-07-28,Misc Pos,13746.22
2019-07-28,Misc Net,9324.96
2019-07-28,Grocery Pos,39069.82
2019-07-28,Health Fitness,13304.38
2019-07-28,Grocery Net,6550.49
2019-07-28,Gas Transport,22256.85
2019-07-28,Food Dining,13088.91
2019-07-28,Entertainment,14690.34
2019-07-28,Kids Pets,16575.62
2019-07-29,Misc Pos,12352.35
2019-07-29,Personal Care,8767.49
2019-07-29,Misc Net,11426.220000000001
2019-07-29,Shopping Pos,23490.7
2019-07-29,Travel,17180.11
2019-07-29,Shopping Net,21440.52
2019-07-29,Kids Pets,14220.039999999999
2019-07-29,Home,17041.22
2019-07-29,Health Fitness,10225.77
2019-07-29,Grocery Pos,32370.05
2019-07-29,Grocery Net,6307.66
2019-07-29,Gas Transport,20980.41
2019-07-29,Food Dining,10674.26
2019-07-29,Entertainment,14247.38
2019-07-30,Travel,1122.0700000000002
2019-07-30,Shopping Pos,12694.07
2019-07-30,Shopping Net,7894.83
2019-07-30,Personal Care,5499.07
2019-07-30,Misc Pos,6409.76
2019-07-30,Misc Net,3543.21
2019-07-30,Kids Pets,9253.55
2019-07-30,Home,10349.98
2019-07-30,Health Fitness,4935.98
2019-07-30,Grocery Pos,14009.98
2019-07-30,Grocery Net,3158.2
2019-07-30,Gas Transport,11860.59
2019-07-30,Food Dining,4643.47
2019-07-30,Entertainment,7356.21
2019-07-31,Travel,9028.75
2019-07-31,Shopping Pos,8381.65
2019-07-31,Shopping Net,10271.29
2019-07-31,Personal Care,6410.099999999999
2019-07-31,Misc Pos,4787.62
2019-07-31,Misc Net,3141.77
2019-07-31,Kids Pets,8513.6
2019-07-31,Health Fitness,6819.28
2019-07-31,Grocery Pos,18615.34
2019-07-31,Grocery Net,4037.18
2019-07-31,Gas Transport,10370.68
2019-07-31,Food Dining,7265.48
2019-07-31,Entertainment,7730.63
2019-07-31,Home,9509.0
2019-08-01,Home,10336.96
2019-08-01,Travel,4025.47
2019-08-01,Shopping Pos,11808.5
2019-08-01,Shopping Net,7264.26
2019-08-01,Personal Care,5089.72
2019-08-01,Misc Pos,6739.53
2019-08-01,Misc Net,6482.16
2019-08-01,Grocery Pos,20058.02
2019-08-01,Health Fitness,7011.32
2019-08-01,Grocery Net,3546.92
2019-08-01,Gas Transport,11413.44
2019-08-01,Food Dining,7325.46
2019-08-01,Entertainment,9678.79
2019-08-01,Kids Pets,10563.26
2019-08-02,Misc Pos,9775.09
2019-08-02,Personal Care,6275.06
2019-08-02,Misc Net,9240.68
2019-08-02,Shopping Pos,13046.35
2019-08-02,Travel,11756.369999999999
2019-08-02,Shopping Net,16237.9
2019-08-02,Kids Pets,8500.69
2019-08-02,Home,13046.73
2019-08-02,Health Fitness,7068.87
2019-08-02,Grocery Pos,21418.21
2019-08-02,Grocery Net,2711.17
2019-08-02,Gas Transport,13122.24
2019-08-02,Food Dining,6576.2300000000005
2019-08-02,Entertainment,8489.01
2019-08-03,Travel,4975.37
2019-08-03,Shopping Pos,14928.91
2019-08-03,Shopping Net,22111.96
2019-08-03,Personal Care,11116.32
2019-08-03,Misc Pos,14323.02
2019-08-03,Misc Net,10153.17
2019-08-03,Kids Pets,15771.32
2019-08-03,Health Fitness,10405.57
2019-08-03,Grocery Pos,32120.11
2019-08-03,Grocery Net,5809.5
2019-08-03,Gas Transport,18066.84
2019-08-03,Food Dining,12075.42
2019-08-03,Entertainment,13034.26
2019-08-03,Home,12295.71
2019-08-04,Misc Net,13980.44
2019-08-04,Travel,7176.2
2019-08-04,Shopping Pos,21610.84
2019-08-04,Shopping Net,20364.82
2019-08-04,Personal Care,9323.64
2019-08-04,Misc Pos,13260.15
2019-08-04,Kids Pets,15600.35
2019-08-04,Home,20113.93
2019-08-04,Health Fitness,10993.35
2019-08-04,Grocery Pos,35111.05
2019-08-04,Grocery Net,6556.18
2019-08-04,Gas Transport,22137.53
2019-08-04,Food Dining,13115.77
2019-08-04,Entertainment,16885.44
2019-08-05,Travel,7845.83
2019-08-05,Shopping Pos,22769.56
2019-08-05,Shopping Net,18763.89
2019-08-05,Personal Care,11696.36
2019-08-05,Misc Pos,8177.44
2019-08-05,Misc Net,10596.8
2019-08-05,Kids Pets,17838.7
2019-08-05,Home,15526.33
2019-08-05,Health Fitness,11011.26
2019-08-05,Grocery Pos,37743.92
2019-08-05,Grocery Net,5904.6
2019-08-05,Gas Transport,17383.43
2019-08-05,Food Dining,12818.77
2019-08-05,Entertainment,14902.79
2019-08-06,Shopping Pos,8022.87
2019-08-06,Shopping Net,7475.05
2019-08-06,Personal Care,4328.51
2019-08-06,Misc Pos,5956.17
2019-08-06,Misc Net,6032.65
2019-08-06,Kids Pets,8207.41
2019-08-06,Travel,8868.08
2019-08-06,Health Fitness,5085.73
2019-08-06,Grocery Pos,18612.02
2019-08-06,Grocery Net,2754.16
2019-08-06,Gas Transport,8912.81
2019-08-06,Food Dining,4932.17
2019-08-06,Entertainment,8034.04
2019-08-06,Home,8503.76
2019-08-07,Travel,17704.670000000002
2019-08-07,Shopping Pos,12873.49
2019-08-07,Shopping Net,12528.17
2019-08-07,Personal Care,5315.53
2019-08-07,Misc Pos,7169.98
2019-08-07,Misc Net,8037.97
2019-08-07,Kids Pets,9280.27
2019-08-07,Home,10217.53
2019-08-07,Health Fitness,5224.38
2019-08-07,Grocery Pos,16005.73
2019-08-07,Grocery Net,2626.4
2019-08-07,Gas Transport,10266.41
2019-08-07,Food Dining,8224.98
2019-08-07,Entertainment,7018.51
2019-08-08,Travel,1333.23
2019-08-08,Shopping Pos,12561.16
2019-08-08,Shopping Net,10388.9
2019-08-08,Personal Care,5992.12
2019-08-08,Misc Pos,8105.25
2019-08-08,Misc Net,6423.81
2019-08-08,Kids Pets,8764.52
2019-08-08,Home,10804.83
2019-08-08,Health Fitness,6839.29
2019-08-08,Grocery Pos,19634.07
2019-08-08,Grocery Net,4153.86
2019-08-08,Gas Transport,11685.65
2019-08-08,Food Dining,7594.98
2019-08-08,Entertainment,8880.16
2019-08-09,Travel,7833.93
2019-08-09,Shopping Pos,14617.42
2019-08-09,Shopping Net,13530.369999999999
2019-08-09,Personal Care,6550.82
2019-08-09,Misc Pos,8089.8
2019-08-09,Misc Net,5539.14
2019-08-09,Kids Pets,8526.35
2019-08-09,Health Fitness,6412.31
2019-08-09,Grocery Pos,19829.97
2019-08-09,Grocery Net,3615.68
2019-08-09,Gas Transport,12750.41
2019-08-09,Food Dining,8717.72
2019-08-09,Entertainment,7263.84
2019-08-09,Home,10254.85
2019-08-10,Misc Net,10280.76
2019-08-10,Travel,6494.28
2019-08-10,Shopping Pos,22172.94
2019-08-10,Shopping Net,19068.63
2019-08-10,Personal Care,9117.74
2019-08-10,Misc Pos,10816.47
2019-08-10,Kids Pets,14508.18
2019-08-10,Home,15246.05
2019-08-10,Health Fitness,9484.83
2019-08-10,Grocery Pos,35047.86
2019-08-10,Grocery Net,4926.98
2019-08-10,Gas Transport,17815.5
2019-08-10,Food Dining,10892.96
2019-08-10,Entertainment,12779.07
2019-08-11,Travel,10495.470000000001
2019-08-11,Shopping Pos,21658.58
2019-08-11,Shopping Net,23684.420000000002
2019-08-11,Personal Care,12218.75
2019-08-11,Misc Pos,14830.43
2019-08-11,Misc Net,15089.73
2019-08-11,Kids Pets,17472.57
2019-08-11,Health Fitness,12955.86
2019-08-11,Grocery Pos,35640.840000000004
2019-08-11,Grocery Net,7205.92
2019-08-11,Gas Transport,21254.75
2019-08-11,Food Dining,10563.43
2019-08-11,Entertainment,17000.85
2019-08-11,Home,17865.11
2019-08-12,Misc Net,14225.12
2019-08-12,Travel,12831.4
2019-08-12,Shopping Pos,25790.8
2019-08-12,Shopping Net,21403.97
2019-08-12,Personal Care,9782.17
2019-08-12,Misc Pos,14324.28
2019-08-12,Kids Pets,16828.7
2019-08-12,Home,20363.55
2019-08-12,Health Fitness,11842.289999999999
2019-08-12,Grocery Pos,32769.33
2019-08-12,Grocery Net,6235.57
2019-08-12,Gas Transport,21221.82
